,file,class,one_hot
1243,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthFireworks13-30.pt,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
400,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter31-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
88,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_RealExplosion31-1.pt,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
242,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_PourHotWater32-4.pt,4,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1485,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter2-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
767,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WindSynth12-42.pt,42,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
475,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotReal41-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth38-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotReal4-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1114,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Thunder46-23.pt,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
513,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain35-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1494,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_EngineSynth27-33.pt,33,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
749,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ExpSynthNoRev14-5.pt,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
450,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ApplauseSynth40-40.pt,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
294,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter36-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
820,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Wind2-25.pt,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
912,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Waves2-24.pt,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1535,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain21-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
375,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_EngineSynth34-33.pt,33,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
181,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Thunder33-23.pt,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1554,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_PourHotWater-4.pt,4,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
449,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ApplauseSynth05-40.pt,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
383,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter12-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1169,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ExpSynthNoRev16-5.pt,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain41-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1127,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ApplauseSynth10-40.pt,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1422,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WindSynth47-42.pt,42,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
239,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ChimesSynth43-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
441,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthGlassDebris06-31.pt,31,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
269,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmber11-3.pt,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
892,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ThunderSynth12-43.pt,43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1239,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WavesSynth41-41.pt,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotRealtwotimes11-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1281,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotSynth11-45.pt,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
254,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ChimesSynth22-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
657,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotRealtwotimes32-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1185,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ApplauseSynth09-40.pt,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1576,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain38-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1009,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_GunshotReal13-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1527,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Wind5-25.pt,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1181,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth37-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
751,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_PourHotWater34-4.pt,4,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
584,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Helicopter33-20.pt,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1056,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WindSynth25-42.pt,42,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1595,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Waves7-24.pt,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1547,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Applause34-16.pt,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1582,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BellsSynth03-0.pt,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
359,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleReal43-14.pt,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
931,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_HelicopterSynth35-38.pt,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
266,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthGlassDebris46-31.pt,31,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1022,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_PouringHotSynthNoRev14-7.pt,7,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
940,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BellStrikes15-2.pt,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1578,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Crackling23-28.pt,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1025,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmber19-3.pt,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
530,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_HelicopterSynth45-38.pt,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
789,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WavesSynth12-41.pt,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1432,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine17-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1397,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Thunder43-23.pt,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
747,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth26-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1283,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Applause48-16.pt,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
429,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain42-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
834,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Waves27-24.pt,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
166,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ExpSynthNoRev44-5.pt,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
973,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ApplauseSynth32-40.pt,40,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
507,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_DebrisGlass22-17.pt,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1606,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_RealExplosion32-1.pt,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
991,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthRain24-32.pt,32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
374,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ExpSynthNoRev24-5.pt,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
877,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth17-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1126,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_FireEmber42-3.pt,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
964,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Waves25-24.pt,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
558,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ExpSynthNoRev19-5.pt,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1580,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth9-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
320,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleReal22-14.pt,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
1615,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_DebrisGlass12-17.pt,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1108,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_WavesSynth01-41.pt,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Rain24-21.pt,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1109,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine6-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
738,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_PouringHotSynthNoRev7-7.pt,7,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
251,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_SynthFireworks39-30.pt,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
25,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Engine19-19.pt,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
324,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_Applause44-16.pt,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1584,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_ChimesSynth31-18.pt,18,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_ThunderSynth26-43.pt,43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/f_n_CracklingSynth10-39.pt,39,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
946,/Users/nellygarcia/Documents/GitHub/PythonNelly/VGGSoundClassification/embeddings/F_n_BubbleSynth28-15.pt,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
